year,index,timeseries_original,timeseries,,
2001,2.205666,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2002,2.09408,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2003,2.018587,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2004,2.058728,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2005,1.984472,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2006,1.93141,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2007,2.008757,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2008,1.913588,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2009,1.975292,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2010,1.938395,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2011,1.870809,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2012,1.880803,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2013,1.803353,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2014,1.905408,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2015,1.921534,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2016,1.795263,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2017,1.766788,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2018,1.777638,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2019,1.882371,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2020,1.730513,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2021,1.683313,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2022,1.825589,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2023,1.599305,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1981,2.101491,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1982,2.183652,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1983,1.715345,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1984,2.044487,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1985,2.218492,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1986,2.654541,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1987,2.833937,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1988,2.601773,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1989,2.921499,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1990,2.689577,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1991,2.893456,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1992,2.871443,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1993,3.161331,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1994,3.000691,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1995,3.058193,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1996,3.032996,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1997,2.890691,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1998,2.851045,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1999,2.881793,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2000,2.782738,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2001,2.824337,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2002,2.639582,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2003,2.683443,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2004,2.647113,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2005,2.499056,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2006,2.593616,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2007,2.659829,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2008,2.597027,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2009,2.626222,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2010,2.497652,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2011,2.356694,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2012,2.15649,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2013,2.027968,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2014,2.115958,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2015,2.00805,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2016,2.080204,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2017,1.9975,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2018,2.151161,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2019,2.109191,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2020,2.076069,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2021,1.964332,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2022,2.060172,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
2023,1.90337,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 81-125 feet,vess_2023_WC_rev_5k_len_81-125,,
1981,2.609341,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1982,2.542027,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1983,4.712581,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1984,3.848089,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1985,3.129341,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1986,3.163349,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1987,4.150953,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1988,4.217205,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1989,3.565878,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1990,3.676646,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1991,4.776881,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1992,5.144948,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1993,4.851584,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1994,4.763602,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1995,6.51098,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1996,6.090704,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1997,5.802855,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1998,5.830347,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1999,5.317568,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2000,5.969348,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2001,5.983292,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2002,6.572624,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2003,6.743343,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2004,7.286598,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2005,7.564943,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2006,6.023245,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2007,5.477743,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2008,5.855057,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2009,5.981015,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2010,4.688549,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2011,5.38133,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2012,6.397326,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2013,5.064512,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2014,5.902819,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2015,5.952237,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2016,6.560506,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2017,5.956985,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2018,4.99348,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2019,5.425601,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2020,4.64544,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2021,4.700775,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2022,5.317561,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
2023,6.338753,"Annual ESI: :Port of Bellingham,WA","Port of Bellingham, WA",,
1981,4.072336,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1982,4.053536,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1983,5.137626,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1984,4.4975,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1985,4.976842,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1986,4.314326,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1987,3.802651,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1988,4.062784,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1989,4.570914,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1990,5.889951,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1991,7.652538,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1992,7.340552,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1993,9.462889,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1994,9.203832,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1995,7.44519,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1996,7.056921,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1997,6.124615,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1998,6.587334,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1999,5.991941,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2000,6.110008,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2001,5.284808,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2002,4.61968,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2003,4.173066,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2004,2.783575,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2005,3.840807,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2006,3.470756,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2007,3.66863,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2008,2.579471,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2009,2.084978,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2010,2.512207,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2011,2.398115,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2012,2.144706,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2013,2.711588,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2014,2.33568,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2015,2.780181,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2016,2.514362,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2017,2.596562,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2018,3.306238,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2019,3.064173,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2020,2.454379,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2021,2.971621,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2022,3.538096,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
2023,3.021187,"Annual ESI: :Port of Seattle, WA","Port of Seattle, WA",,
1981,5.293643,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1982,4.416568,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1983,4.554372,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1984,4.219743,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1985,5.099832,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1986,4.468088,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1987,5.205566,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1988,4.382259,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1989,3.885643,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1990,4.308863,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1991,4.844026,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1992,4.522079,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1993,3.874326,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1994,4.01862,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1995,3.775365,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1996,3.708109,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1997,4.159728,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1998,3.627414,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1999,2.629449,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2000,3.489356,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2001,3.606948,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2002,4.006228,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2003,2.860167,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2004,5.718784,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2005,3.88493,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2006,4.267935,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2007,4.2659,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2008,4.73682,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2009,5.53194,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2010,5.780887,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2011,4.505299,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2012,5.546445,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2013,4.880759,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2014,4.630483,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2015,4.046989,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2016,3.990033,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2017,3.918818,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2018,5.765561,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2019,4.564673,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2020,4.120982,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2021,3.48749,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2022,3.537247,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
2023,3.04321,"Annual ESI: :Port of Westport, WA","Port of Westport, WA",,
1981,7.163146,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1982,6.001237,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1983,5.349171,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1984,5.994085,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1985,5.591144,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1986,5.714518,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1987,5.456322,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1988,5.666487,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1989,4.480968,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1990,6.123647,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1991,6.081716,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1992,5.712562,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1993,5.366683,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1994,3.664278,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1995,4.189947,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1996,3.354616,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1997,3.534301,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1998,2.5338,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1999,3.742805,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2000,3.714624,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2001,3.800951,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2002,4.017868,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2003,3.297518,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2004,2.919702,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2005,4.481936,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2006,3.763362,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2007,3.5975,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2008,3.998801,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2009,3.682687,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2010,4.238023,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2011,4.239003,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2012,5.048925,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2013,4.058143,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2014,4.918097,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2015,4.730788,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2016,3.250539,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2017,3.726274,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2018,4.335411,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2019,3.894635,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2020,2.739173,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2021,2.181637,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2022,3.139279,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
2023,2.01269,"Annual ESI: :Port of Iwaco, WA","Port of Ilwaco, WA",,
1981,6.222811,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1982,5.098442,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1983,5.818745,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1984,6.018442,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1985,6.285698,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1986,5.9818,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1987,4.250375,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1988,5.249645,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1989,5.745101,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1990,5.831668,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1991,5.401907,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1992,6.497339,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1993,6.204866,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1994,5.897524,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1995,6.140187,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1996,5.392762,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1997,6.647756,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1998,6.289309,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1999,6.294601,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2000,7.78462,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2001,6.380248,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2002,6.928276,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2003,5.558078,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2004,7.598461,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2005,6.910909,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2006,6.450717,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2007,6.803654,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2008,6.887672,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2009,6.242538,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2010,7.17957,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2011,7.074944,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2012,7.439102,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2013,6.742517,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2014,7.435574,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2015,6.204877,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2016,6.205443,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2017,5.142354,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2018,5.307054,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2019,5.310964,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2020,5.109049,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2021,4.232994,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2022,5.374546,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
2023,5.179183,"Annual ESI: :Port of Astoria, OR","Port of Astoria, OR",,
1981,5.71208,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1982,4.978894,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1983,5.970392,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1984,5.814149,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1985,6.165731,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1986,5.911349,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1987,5.640571,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1988,5.987993,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1989,5.291944,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1990,6.106387,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1991,6.584157,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1992,7.116821,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1993,7.112295,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1994,6.453712,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
